Date,Open,High,Low,Close
2018-11-01,1.29993,1.30395,1.29624,1.30037
2018-10-31,1.27655,1.29740,1.27649,1.27694
2018-10-30,1.27065,1.28292,1.27025,1.27089
2018-10-29,1.28018,1.28156,1.27306,1.28025
2018-10-28,1.28310,1.28518,1.28007,1.28310
2018-10-25,1.28226,1.28337,1.27787,1.28246
2018-10-24,1.28856,1.29189,1.28121,1.28883
2018-10-23,1.29813,1.29921,1.28907,1.29813
2018-10-22,1.29651,1.30409,1.29400,1.29660
2018-10-21,1.30685,1.30899,1.29613,1.30654
2018-10-18,1.30202,1.30581,1.30134,1.30242
2018-10-17,1.31017,1.31320,1.30581,1.31044
2018-10-16,1.31881,1.31926,1.31019,1.31872
2018-10-15,1.31548,1.32370,1.31427,1.31548
2018-10-14,1.31025,1.31791,1.31025,1.31039
2018-10-11,1.32315,1.32573,1.31524,1.32342
2018-10-10,1.32048,1.32457,1.31850,1.32067
2018-10-09,1.31558,1.32100,1.31378,1.31570
2018-10-08,1.30931,1.31472,1.30354,1.30931
2018-10-07,1.31261,1.31327,1.30302,1.31272
2018-10-04,1.30220,1.31075,1.30056,1.30242
2018-10-03,1.29416,1.30370,1.29246,1.29406
2018-10-02,1.29798,1.30202,1.29646,1.29820
2018-10-01,1.30439,1.30497,1.29442,1.30436
2018-09-30,1.30395,1.30976,1.30141,1.30390
2018-09-27,1.30777,1.30907,1.30025,1.30787
2018-09-26,1.31697,1.31804,1.30971,1.31728
2018-09-25,1.31804,1.31961,1.31411,1.31799
2018-09-24,1.31172,1.31757,1.30972,1.31173
2018-09-23,1.30810,1.31666,1.30645,1.30804
2018-09-20,1.32714,1.32784,1.30584,1.32709
2018-09-19,1.31406,1.32961,1.31401,1.31411
2018-09-18,1.31666,1.32118,1.31204,1.31685
2018-09-17,1.31466,1.31711,1.31208,1.31463
2018-09-16,1.30710,1.31567,1.30702,1.30733
2018-09-13,1.31106,1.31434,1.30736,1.31113
2018-09-12,1.30451,1.31201,1.30276,1.30455
2018-09-11,1.30174,1.30444,1.29842,1.30156
2018-09-10,1.30280,1.30804,1.29767,1.30264
2018-09-09,1.29281,1.30521,1.28982,1.29303
2018-09-06,1.29282,1.30242,1.29186,1.29254
2018-09-05,1.29141,1.29599,1.28972,1.29149
2018-09-04,1.28594,1.29793,1.27933,1.28584
2018-09-03,1.28679,1.28700,1.28139,1.28690
2018-09-02,1.29221,1.29349,1.28563,1.29231
2018-08-30,1.30117,1.30286,1.29618,1.30110
2018-08-29,1.30361,1.30429,1.29900,1.30359
2018-08-28,1.28717,1.30141,1.28462,1.28677
2018-08-27,1.28947,1.29316,1.28629,1.28967
2018-08-26,1.28569,1.28932,1.28300,1.28609
2018-08-23,1.28105,1.28801,1.28008,1.28107
2018-08-22,1.29057,1.29092,1.28176,1.29047
2018-08-21,1.29072,1.29366,1.28717,1.29056
2018-08-20,1.28028,1.28771,1.28002,1.28043
2018-08-19,1.27460,1.27768,1.27304,1.27471
2018-08-16,1.27128,1.27486,1.27000,1.27146
2018-08-15,1.26968,1.27544,1.26894,1.26939
2018-08-14,1.27194,1.27325,1.26634,1.27178
2018-08-13,1.27588,1.28181,1.27351,1.27628
2018-08-12,1.27588,1.27926,1.27330,1.27588
2018-08-09,1.28300,1.28386,1.27260,1.28284
2018-08-08,1.28800,1.29114,1.28436,1.28816
2018-08-07,1.29467,1.29618,1.28554,1.29467
2018-08-06,1.29425,1.29735,1.29383,1.29450
2018-08-05,1.30015,1.30073,1.29207,1.30036
2018-08-02,1.30157,1.30431,1.29762,1.30181
2018-08-01,1.31252,1.31285,1.30190,1.31261
2018-07-31,1.31184,1.31458,1.30976,1.31216
2018-07-30,1.31365,1.31752,1.30953,1.31354
2018-07-29,1.31113,1.31527,1.30991,1.31118
2018-07-26,1.31098,1.31303,1.30835,1.31087
2018-07-25,1.31997,1.32127,1.31156,1.31996
2018-07-24,1.31527,1.31771,1.31342,1.31522
2018-07-23,1.31044,1.31579,1.30736,1.31027
2018-07-22,1.31487,1.31579,1.30993,1.31472
2018-07-19,1.30225,1.31147,1.29980,1.30230
2018-07-18,1.30782,1.30839,1.29591,1.30782
2018-07-17,1.31094,1.31199,1.30124,1.31062
2018-07-16,1.32363,1.32696,1.31463,1.32364
2018-07-15,1.32293,1.32927,1.32240,1.32277
2018-07-12,1.31784,1.32200,1.31036,1.31804
2018-07-11,1.32069,1.32429,1.31822,1.32100
2018-07-10,1.32600,1.32837,1.32314,1.32573
2018-07-09,1.32556,1.33014,1.32272,1.32556
2018-07-08,1.32943,1.33601,1.32104,1.32979
2018-07-05,1.32230,1.32800,1.32046,1.32258
2018-07-04,1.32293,1.32735,1.32062,1.32293
2018-07-03,1.31943,1.32275,1.31726,1.31943
2018-07-02,1.31408,1.32083,1.31178,1.31441
2018-07-01,1.32083,1.32083,1.30964,1.32078
2018-06-28,1.30775,1.32083,1.30705,1.30751
2018-06-27,1.31196,1.31216,1.30519,1.31204
2018-06-26,1.32202,1.32343,1.31278,1.32210
2018-06-25,1.32786,1.32943,1.32135,1.32784
2018-06-24,1.32628,1.32908,1.32228,1.32624
2018-06-21,1.32485,1.33156,1.32464,1.32478
2018-06-20,1.31730,1.32702,1.31032,1.31752
2018-06-19,1.31740,1.32160,1.31499,1.31733
2018-06-18,1.32556,1.32749,1.31518,1.32587
2018-06-17,1.32749,1.32767,1.32282,1.32751
2018-06-14,1.32552,1.32979,1.32134,1.32566
2018-06-13,1.33833,1.34456,1.33074,1.33828
2018-06-12,1.33745,1.33815,1.33140,1.33726
2018-06-11,1.33715,1.34228,1.33474,1.33743
2018-06-10,1.34111,1.34405,1.33458,1.34138
2018-06-07,1.34156,1.34363,1.33577,1.34192
2018-06-06,1.34246,1.34735,1.33751,1.34216
2018-06-05,1.34070,1.34445,1.34000,1.34061
2018-06-04,1.33181,1.33924,1.33034,1.33165
2018-06-03,1.33547,1.33994,1.32970,1.33565
2018-05-31,1.32890,1.33618,1.32563,1.32894
2018-05-30,1.32866,1.33493,1.32786,1.32836
2018-05-29,1.32557,1.33085,1.32433,1.32538
2018-05-28,1.33138,1.33262,1.32078,1.33156
2018-05-27,1.33080,1.33476,1.32973,1.33090
2018-05-24,1.33840,1.33851,1.33067,1.33835
2018-05-23,1.33715,1.34225,1.33510,1.33713
2018-05-22,1.34445,1.34445,1.33080,1.34410
2018-05-21,1.34309,1.34909,1.34144,1.34318
2018-05-20,1.34760,1.34760,1.33930,1.34771
2018-05-17,1.35124,1.35281,1.34562,1.35153
2018-05-16,1.35501,1.35693,1.34756,1.35483
2018-05-15,1.35026,1.35215,1.34579,1.35002
2018-05-14,1.35612,1.35740,1.34530,1.35624
2018-05-13,1.35503,1.36073,1.35448,1.35538
2018-05-10,1.35245,1.35962,1.35035,1.35234
2018-05-09,1.35465,1.36177,1.34618,1.35446
2018-05-08,1.35538,1.36060,1.35000,1.35534
2018-05-07,1.35693,1.35912,1.34856,1.35704
2018-05-06,1.35333,1.35759,1.35172,1.35320
2018-05-03,1.35724,1.35870,1.34946,1.35724
2018-05-02,1.35737,1.36290,1.35402,1.35739
2018-05-01,1.36106,1.36648,1.35825,1.36093
2018-04-30,1.37722,1.37760,1.35910,1.37722
2018-04-29,1.37699,1.37931,1.37167,1.37711
